NodeID,AcclX,AcclY,AcclZ,Temperature,TemperatureStatus,ActivityMagnitude,ActivityStatus,HealthStatus
1,-1.03,-0.6,9.89,28.85,Normal,9.961576180504771,Normal,Healthy Cow
2,2.08,-1.31,10.22,29.18,Normal,10.511465169042802,High,Healthy Cow
1,-1.02,-0.57,9.93,28.82,Normal,9.998509888978457,Normal,Healthy Cow
2,0.12,0.11,10.21,29.03,Normal,10.211297664841625,High,Healthy Cow
1,-1.48,-0.52,9.77,29.44,Normal,9.895135168354194,Normal,Healthy Cow
2,0.89,1.35,10.08,28.95,Normal,10.20886869344493,High,Healthy Cow
1,-1.39,-0.55,9.84,29.73,Normal,9.952899075143884,Normal,Healthy Cow
2,0.87,1.33,10.07,28.87,Normal,10.194640748942556,High,Healthy Cow
1,-1.5,-0.58,9.8,29.89,Normal,9.931082519040913,Normal,Healthy Cow
2,0.9,1.3,10.07,28.74,Normal,10.193375299673804,High,Healthy Cow
1,-1.48,-0.6,9.82,29.79,Normal,9.949010001000099,Normal,Healthy Cow
2,0.92,1.34,10.06,28.55,Normal,10.19046613261631,High,Healthy Cow
1,-0.99,-1.17,9.97,29.59,Normal,10.087115544098818,High,Healthy Cow
2,0.91,1.32,10.08,28.42,Normal,10.206708578185232,High,Healthy Cow
1,-0.93,-1.07,10.04,29.54,Normal,10.139595652687536,High,Healthy Cow
2,0.92,1.28,10.11,28.28,Normal,10.232150311640266,High,Healthy Cow
1,-0.99,-0.66,9.79,29.48,Normal,9.86203832886488,Normal,Healthy Cow
2,0.93,1.3,10.04,28.21,Normal,10.166439888181111,High,Healthy Cow
1,-1.04,-0.36,10.2,29.43,Normal,10.259200748596355,High,Healthy Cow
2,0.9,1.27,10.08,28.12,Normal,10.199475476709575,High,Healthy Cow
1,-1.19,-0.32,9.89,29.42,Normal,9.966473799694656,Normal,Healthy Cow
2,0.89,1.28,10.06,28.07,Normal,10.180083496710624,High,Healthy Cow
1,-1.27,-0.18,9.93,29.37,Normal,10.0125021847688,High,Healthy Cow
2,0.92,1.28,10.08,28.04,Normal,10.202509495217342,High,Healthy Cow
1,-0.98,-0.99,10.02,29.34,Normal,10.116367925298091,High,Healthy Cow
2,0.91,1.27,10.08,27.95,Normal,10.200362738648073,High,Healthy Cow
1,-0.91,-0.64,9.92,29.35,Normal,9.98218913866092,Normal,Healthy Cow
2,0.8,1.44,10.04,27.9,Normal,10.174241986506905,High,Healthy Cow
1,-0.86,-0.65,10.04,29.34,Normal,10.097707660652489,High,Healthy Cow
2,0.83,1.31,10.07,27.79,Normal,10.188714344803275,High,Healthy Cow
1,0.39,-0.23,9.84,29.29,Normal,9.850411158931387,Normal,Healthy Cow
2,-1.11,3.36,9.76,27.74,Normal,10.381680981421072,High,Healthy Cow
1,0.72,-1.39,10.26,29.25,Normal,10.378733063336778,High,Healthy Cow
2,-0.65,5.08,8.46,27.72,Normal,9.889413531650904,Normal,Healthy Cow
1,-0.61,0.59,9.93,29.22,Normal,9.966197870803088,Normal,Healthy Cow
2,-1.18,4.6,8.77,27.77,Normal,9.973229166122675,Normal,Healthy Cow
1,0.81,-0.45,9.67,29.2,Normal,9.71429359243378,Normal,Healthy Cow
2,0.46,0.67,10.52,27.78,Normal,10.551345885715243,High,Healthy Cow
1,-0.25,0.23,10.02,29.15,Normal,10.025756829287253,High,Healthy Cow
2,-0.05,2.84,9.7,27.82,Normal,10.107329024030037,High,Healthy Cow
1,2.05,-0.57,10.19,29.07,Normal,10.409779056252827,High,Healthy Cow
2,-0.42,2.5,10.24,27.86,Normal,10.54912318631269,High,Healthy Cow
1,1.67,0.06,9.88,29.0,Normal,10.020324346047888,High,Healthy Cow
2,-0.31,2.43,9.94,27.91,Normal,10.237411782281692,High,Healthy Cow
1,0.46,-0.59,8.83,28.84,Normal,8.861636417727823,Normal,Healthy Cow
2,0.13,2.21,8.33,27.97,Normal,8.619158891678468,Normal,Healthy Cow
1,-0.02,0.73,9.94,28.75,Normal,9.966789854311166,Normal,Healthy Cow
2,0.59,-0.28,9.26,27.97,Normal,9.28300059248086,Normal,Healthy Cow
1,-0.46,-0.88,9.89,28.55,Normal,9.939723336189997,Normal,Healthy Cow
2,2.72,-0.55,12.25,27.87,Normal,12.56039012132983,High,Healthy Cow
1,0.0,-0.9,10.0,28.52,Normal,10.04041831797859,High,Healthy Cow
2,1.94,0.43,9.34,27.75,Normal,9.549036600621028,Normal,Healthy Cow
1,0.47,-1.74,8.11,28.49,Normal,8.307863744669866,Normal,Healthy Cow
2,2.32,-0.43,9.25,27.67,Normal,9.546192958452076,Normal,Healthy Cow
1,0.93,0.25,9.72,28.47,Normal,9.76758926245366,Normal,Healthy Cow
2,1.86,2.84,9.19,27.6,Normal,9.79700464427776,Normal,Healthy Cow
1,0.51,-0.62,10.21,28.46,Normal,10.241513560016411,High,Healthy Cow
2,3.18,-1.01,10.77,27.59,Normal,11.274990022168533,High,Healthy Cow
1,-0.17,-0.6,9.4,28.46,Normal,9.420663458589317,Normal,Healthy Cow
2,1.62,-1.2,8.87,27.42,Normal,9.096224491512949,Normal,Healthy Cow
1,1.14,-0.31,9.95,28.4,Normal,10.019890218959487,High,Healthy Cow
2,0.83,0.44,9.07,27.39,Normal,9.118519616692176,Normal,Healthy Cow
1,0.08,-0.98,9.65,28.33,Normal,9.699963917458662,Normal,Healthy Cow
2,2.32,-0.32,9.72,27.28,Normal,9.998159830688845,Normal,Healthy Cow
1,0.24,0.73,9.89,28.29,Normal,9.919808465892878,Normal,Healthy Cow
2,4.09,0.53,9.72,27.11,Normal,10.558759396823095,High,Healthy Cow
1,0.3,0.87,10.01,28.32,Normal,10.052213686546859,High,Healthy Cow
2,2.95,-0.61,8.78,27.09,Normal,9.28240270619628,Normal,Healthy Cow
1,-1.15,0.74,9.69,28.31,Normal,9.786020641711318,Normal,Healthy Cow
2,2.21,0.07,9.93,27.07,Normal,10.173195171626267,High,Healthy Cow
1,-1.9,0.08,9.79,28.32,Normal,9.972988518994693,Normal,Healthy Cow
2,0.86,-0.39,10.1,27.02,Normal,10.144047515661585,High,Healthy Cow
1,-1.02,0.41,10.04,28.39,Normal,10.100004950493835,High,Healthy Cow
2,1.08,-0.25,10.2,26.89,Low,10.260063352630917,High,Sick (Attention Required)
1,-1.14,-0.31,10.24,28.37,Normal,10.30792413631377,High,Healthy Cow
2,0.71,0.01,10.13,26.68,Low,10.154855981253501,High,Sick (Attention Required)
1,-1.99,2.18,9.45,28.37,Normal,9.90025252203195,Normal,Healthy Cow
2,1.31,0.02,10.08,26.41,Low,10.164787257980366,High,Sick (Attention Required)
1,-1.74,0.23,10.43,28.31,Normal,10.576644080236415,High,Healthy Cow
2,1.18,-0.08,10.15,26.09,Low,10.218674082286801,High,Sick (Attention Required)
1,0.4,0.07,9.52,28.18,Normal,9.52865677837123,Normal,Healthy Cow
2,1.2,-0.07,10.02,25.84,Low,10.091843240954548,High,Sick (Attention Required)
1,1.35,0.31,9.91,28.08,Normal,10.006332994658932,High,Healthy Cow
2,1.32,-0.11,10.1,25.72,Low,10.186486145869928,High,Sick (Attention Required)
1,0.26,0.4,9.81,28.0,Normal,9.8215935570558,Normal,Healthy Cow
2,4.38,0.94,7.19,25.7,Low,8.471369428846792,Normal,Sick (Attention Required)
1,-2.39,1.66,9.62,27.79,Normal,10.050477600591924,High,Healthy Cow
2,6.55,-1.46,7.95,25.72,Low,10.403682040508542,High,Sick (Attention Required)
1,-0.42,-1.96,10.21,27.45,Normal,10.404907495984768,High,Healthy Cow
2,5.98,-1.84,8.22,25.87,Low,10.330266211477806,High,Sick (Attention Required)
1,2.31,-1.99,8.46,27.07,Normal,8.992652556392914,Normal,Healthy Cow
2,7.65,-1.94,7.55,25.92,Low,10.921932063513305,High,Sick (Attention Required)
1,1.38,-1.47,9.71,26.83,Low,9.917126599978443,Normal,Sick (Attention Required)
2,6.65,-2.04,7.62,26.04,Low,10.317388235401438,High,Sick (Attention Required)
1,0.12,-0.76,10.14,26.21,Low,10.169149423624377,High,Sick (Attention Required)
2,3.81,-1.08,9.71,26.05,Low,10.486496078290404,High,Sick (Attention Required)
1,-0.07,-0.54,10.01,25.94,Low,10.024799249860317,High,Sick (Attention Required)
2,4.15,-2.17,8.39,25.99,Low,9.608511851478356,Normal,Sick (Attention Required)
1,-0.24,-0.04,10.0,25.85,Low,10.002959562049623,High,Sick (Attention Required)
2,3.69,-1.84,8.51,25.99,Low,9.456310062598412,Normal,Sick (Attention Required)
1,-1.95,-0.51,9.57,25.72,Low,9.779953987621823,Normal,Sick (Attention Required)
2,3.1,-0.85,8.3,25.98,Low,8.900702219488078,Normal,Sick (Attention Required)
1,-1.16,0.37,10.12,25.39,Low,10.192982880393746,High,Sick (Attention Required)
2,2.31,1.06,7.98,25.87,Low,8.374968656657767,Normal,Sick (Attention Required)
1,-3.89,0.19,9.16,25.39,Low,9.953582269715763,Normal,Sick (Attention Required)
2,1.65,-0.03,10.04,25.75,Low,10.174723583468987,High,Sick (Attention Required)
1,-1.74,1.19,9.79,25.15,Low,10.01437966126709,High,Sick (Attention Required)
2,2.22,0.42,9.52,25.6,Low,9.784436621492317,Normal,Sick (Attention Required)
1,-1.32,1.08,9.7,25.03,Low,9.84879688083778,Normal,Sick (Attention Required)
2,2.35,-0.2,9.56,25.5,Low,9.846628864743508,Normal,Sick (Attention Required)
1,-3.37,-0.49,8.82,24.87,Low,9.45459676559503,Normal,Sick (Attention Required)
2,3.5,0.93,9.73,25.44,Low,10.382090348287287,High,Sick (Attention Required)
1,-3.11,0.38,9.68,24.87,Low,10.174423816609961,High,Sick (Attention Required)
2,2.57,0.73,9.92,25.46,Low,10.273470689109889,High,Sick (Attention Required)
1,-0.53,1.2,10.29,24.91,Low,10.373282990451962,High,Sick (Attention Required)
2,5.4,-3.73,8.17,25.47,Low,10.479589686624186,High,Sick (Attention Required)
1,-1.1,1.22,10.36,25.12,Low,10.48942324439242,High,Sick (Attention Required)
2,6.86,-0.4,7.79,25.52,Low,10.387670576216788,High,Sick (Attention Required)
1,-0.26,-0.01,10.16,25.29,Low,10.163331146823861,High,Sick (Attention Required)
2,6.69,-0.43,8.02,25.49,Low,10.452817801913511,High,Sick (Attention Required)
1,-0.33,0.47,10.09,25.23,Low,10.10632969974758,High,Sick (Attention Required)
2,5.51,-1.09,8.7,25.51,Low,10.355587863564288,High,Sick (Attention Required)
1,0.34,-0.5,9.85,25.25,Low,9.868540925587734,Normal,Sick (Attention Required)
2,3.21,-0.63,8.1,25.49,Low,8.735616749835126,Normal,Sick (Attention Required)
1,-1.44,1.84,9.76,25.42,Low,10.035776003877329,High,Sick (Attention Required)
2,1.89,-0.85,9.37,25.49,Low,9.596431628475242,Normal,Sick (Attention Required)
1,-0.86,1.72,10.05,25.49,Low,10.23232622623028,High,Sick (Attention Required)
2,2.3,-0.49,9.72,25.51,Low,10.000424990969135,High,Sick (Attention Required)
1,0.1,3.77,9.06,25.51,Low,9.81358751935295,Normal,Sick (Attention Required)
2,3.91,0.62,11.04,25.54,Low,11.72834600444581,High,Sick (Attention Required)
1,-0.57,3.62,9.71,25.35,Low,10.37850663631334,High,Sick (Attention Required)
2,2.43,1.15,10.81,25.57,Low,11.139277355376336,High,Sick (Attention Required)
1,-0.15,3.1,9.53,25.25,Low,10.022644361644286,High,Sick (Attention Required)
2,0.38,1.03,8.25,25.57,Low,8.322727918176827,Normal,Sick (Attention Required)
1,0.19,2.25,9.75,25.18,Low,10.008051758459287,High,Sick (Attention Required)
2,1.66,0.07,9.65,25.61,Low,9.791986519598565,Normal,Sick (Attention Required)
1,-0.71,2.93,10.64,25.16,Low,11.058869743332725,High,Sick (Attention Required)
2,2.43,-0.36,9.9,25.63,Low,10.200220585850092,High,Sick (Attention Required)
1,-0.52,2.73,10.09,25.13,Low,10.465725010719515,High,Sick (Attention Required)
2,1.64,0.0,9.99,25.66,Low,10.123719672136325,High,Sick (Attention Required)
1,-0.56,2.63,9.66,25.13,Low,10.02726782329065,High,Sick (Attention Required)
2,1.18,1.13,9.41,25.67,Low,9.550780072852689,Normal,Sick (Attention Required)
1,-2.47,0.34,9.65,24.98,Low,9.96689520362284,Normal,Sick (Attention Required)
2,2.35,0.84,9.0,25.61,Low,9.339598492440668,Normal,Sick (Attention Required)
1,-2.29,0.44,9.36,24.95,Low,9.64610284000746,Normal,Sick (Attention Required)
2,2.69,0.74,8.2,25.56,Low,8.66162224990215,Normal,Sick (Attention Required)
1,-3.01,-3.25,7.19,24.98,Low,8.44503996438146,Normal,Sick (Attention Required)
2,0.97,-0.03,10.96,25.49,Low,11.002881440786318,High,Sick (Attention Required)
1,-1.61,-2.35,9.99,24.99,Low,10.388200036579965,High,Sick (Attention Required)
2,1.0,-0.76,10.91,25.45,Low,10.982062647790714,High,Sick (Attention Required)
1,-9.06,0.25,4.7,24.83,Low,10.20960821971147,High,Sick (Attention Required)
2,1.62,-0.37,9.56,25.41,Low,9.703344784145312,Normal,Sick (Attention Required)
1,-1.02,-1.99,9.67,24.7,Low,9.925190174500436,Normal,Sick (Attention Required)
2,4.04,0.1,9.55,25.47,Low,10.36986499429959,High,Sick (Attention Required)
1,-3.23,-2.07,9.66,24.74,Low,10.393911679440036,High,Sick (Attention Required)
2,1.98,3.08,9.04,25.44,Low,9.753378901693504,Normal,Sick (Attention Required)
1,-1.61,-2.77,9.14,24.79,Low,9.685277486990241,Normal,Sick (Attention Required)
2,1.35,2.06,10.25,25.33,Low,10.541755072093071,High,Sick (Attention Required)
1,-1.57,-2.35,9.83,24.86,Low,10.228210987264585,High,Sick (Attention Required)
2,1.09,1.95,8.79,25.24,Low,9.069437689294745,Normal,Sick (Attention Required)
1,-0.5,-2.04,9.83,24.93,Low,10.051890369477773,High,Sick (Attention Required)
2,0.95,2.78,7.13,25.12,Low,7.711536811816436,Normal,Sick (Attention Required)
1,-1.62,-4.05,8.09,24.91,Low,9.191028234098729,Normal,Sick (Attention Required)
2,-0.23,-0.71,10.59,25.05,Low,10.616265821841502,High,Sick (Attention Required)
1,-2.96,-2.42,8.26,24.94,Low,9.101955833775508,Normal,Sick (Attention Required)
2,1.63,1.26,9.81,24.97,Low,10.024001197126825,High,Sick (Attention Required)
1,-7.69,-0.92,5.68,24.81,Low,9.604420857084513,Normal,Sick (Attention Required)
2,2.94,-1.33,11.12,24.97,Low,11.578726182097924,High,Sick (Attention Required)
1,-3.04,-5.09,7.88,24.79,Low,9.861242315246086,Normal,Sick (Attention Required)
2,-0.8,1.34,10.25,25.0,Low,10.368129050122784,High,Sick (Attention Required)
1,-2.62,-5.69,7.31,24.81,Low,9.626868649773924,Normal,Sick (Attention Required)
2,1.41,-1.35,12.21,25.05,Low,12.365059644013046,High,Sick (Attention Required)
1,-4.01,-6.18,6.06,24.87,Low,9.539187596436081,Normal,Sick (Attention Required)
2,2.2,1.66,9.23,25.04,Low,9.632678755154249,Normal,Sick (Attention Required)
1,-3.51,-4.63,7.06,24.9,Low,9.143336371369042,Normal,Sick (Attention Required)
2,1.34,0.2,7.99,25.03,Low,8.104054540783892,Normal,Sick (Attention Required)
1,-4.28,-5.5,6.49,24.96,Low,9.52305098169699,Normal,Sick (Attention Required)
2,0.49,0.58,8.75,24.95,Low,8.782881076275597,Normal,Sick (Attention Required)
1,-6.2,-4.45,6.76,24.98,Low,10.195101765063455,High,Sick (Attention Required)
2,0.51,1.59,9.52,24.95,Low,9.665329792614425,Normal,Sick (Attention Required)
1,-7.28,-2.19,4.76,24.93,Low,8.969509462618344,Normal,Sick (Attention Required)
2,1.07,-1.74,10.51,24.94,Low,10.706661477790357,High,Sick (Attention Required)
1,-4.17,-4.77,7.1,24.91,Low,9.515870953307425,Normal,Sick (Attention Required)
2,1.5,2.41,9.43,24.93,Low,9.847994719738633,Normal,Sick (Attention Required)
1,-3.26,-3.33,7.18,24.95,Low,8.55972546288723,Normal,Sick (Attention Required)
2,3.91,0.1,9.27,24.96,Low,10.06136173686246,High,Sick (Attention Required)
1,-1.87,-5.46,2.7,24.93,Low,6.371695221838534,Low,Sick (Attention Required)
2,0.61,1.25,10.07,24.94,Low,10.165603769575126,High,Sick (Attention Required)
1,-5.27,-5.37,5.33,24.93,Low,9.22055855141108,Normal,Sick (Attention Required)
2,-0.29,1.36,7.74,24.84,Low,7.863923956905992,Normal,Sick (Attention Required)
1,-7.36,-1.87,1.37,24.84,Low,7.7164370016219275,Normal,Sick (Attention Required)
2,4.6,-1.09,8.39,24.81,Low,9.63017133803963,Normal,Sick (Attention Required)
1,-0.43,-1.27,9.93,24.75,Low,10.020114769801792,High,Sick (Attention Required)
2,4.19,-0.57,9.17,24.74,Low,10.09801465635696,High,Sick (Attention Required)
1,-1.67,1.81,9.98,24.62,Low,10.279367684833538,High,Sick (Attention Required)
2,2.83,-0.09,9.88,24.72,Low,10.27771375355434,High,Sick (Attention Required)
1,-3.56,0.84,9.05,24.57,Low,9.761234553067558,Normal,Sick (Attention Required)
2,2.13,1.69,7.85,24.64,Low,8.307556800889175,Normal,Sick (Attention Required)
1,-3.05,2.14,9.7,24.5,Low,10.390962419333446,High,Sick (Attention Required)
2,8.97,0.76,9.61,24.65,Low,13.167786450273258,High,Sick (Attention Required)
1,-1.76,0.97,10.22,24.31,Low,10.415704488895603,High,Sick (Attention Required)
2,6.88,-3.92,9.97,24.59,Low,12.73191658785118,High,Sick (Attention Required)
1,-4.23,2.38,9.17,24.94,Low,10.375268671220038,High,Sick (Attention Required)
2,4.36,1.62,9.36,24.51,Low,10.451966322180722,High,Sick (Attention Required)
1,-1.56,0.97,9.36,24.71,Low,9.538558591317662,Normal,Sick (Attention Required)
2,4.28,2.35,8.84,24.43,Low,10.098836566654597,High,Sick (Attention Required)
1,-0.42,2.84,10.17,24.68,Low,10.567445292027775,High,Sick (Attention Required)
2,3.9,-0.37,10.99,24.35,Low,11.667347599176088,High,Sick (Attention Required)
1,1.23,2.43,9.84,24.6,Low,10.20996571982492,High,Sick (Attention Required)
2,2.46,0.41,9.22,24.31,Low,9.55134022009477,Normal,Sick (Attention Required)
1,-0.95,2.5,8.33,24.49,Low,8.748794202631585,Normal,Sick (Attention Required)
2,2.83,2.66,10.32,24.18,Low,11.026645001994034,High,Sick (Attention Required)
1,-1.07,2.77,8.98,24.44,Low,9.458234507560066,Normal,Sick (Attention Required)
2,8.99,-1.49,4.93,24.21,Low,10.360748042491913,High,Sick (Attention Required)
1,-1.95,3.18,9.97,24.39,Low,10.64498943165281,High,Sick (Attention Required)
2,9.35,-1.54,4.52,24.22,Low,10.498785644063792,High,Sick (Attention Required)
1,-2.08,3.49,10.13,24.34,Low,10.91436667883208,High,Sick (Attention Required)
2,9.32,-1.69,4.48,24.24,Low,10.478019851097821,High,Sick (Attention Required)
1,-2.06,3.32,9.28,24.32,Low,10.06898207367557,High,Sick (Attention Required)
2,7.04,-1.19,8.03,24.22,Low,10.745166355157094,High,Sick (Attention Required)
1,-2.09,3.15,9.19,24.24,Low,9.937137414768902,Normal,Sick (Attention Required)
2,7.81,-0.38,7.35,24.17,Low,10.731402517844533,High,Sick (Attention Required)
1,-1.98,3.07,9.68,24.16,Low,10.346385842408932,High,Sick (Attention Required)
2,7.44,-1.26,5.88,24.08,Low,9.56637862516428,Normal,Sick (Attention Required)
1,-0.71,1.45,10.16,24.14,Low,10.287477825006476,High,Sick (Attention Required)
2,7.76,-2.12,7.74,24.05,Low,11.163314919861394,High,Sick (Attention Required)
1,-4.53,0.62,9.08,24.11,Low,10.16620381460061,High,Sick (Attention Required)
2,6.6,0.13,7.98,24.0,Low,10.356510029928035,High,Sick (Attention Required)
1,-7.95,-1.76,2.59,24.16,Low,8.544483600546027,Normal,Sick (Attention Required)
2,4.39,0.73,6.58,23.97,Low,7.943638964605579,Normal,Sick (Attention Required)
1,-2.7,2.46,9.57,24.18,Low,10.243363705346013,High,Sick (Attention Required)
2,7.08,-0.46,6.14,23.94,Low,9.382835392353423,Normal,Sick (Attention Required)
1,-2.67,2.6,10.15,24.21,Low,10.812557514297902,High,Sick (Attention Required)
2,6.81,7.27,3.26,23.96,Low,10.481249925462134,High,Sick (Attention Required)
1,-0.15,2.44,12.57,24.15,Low,12.805506628009686,High,Sick (Attention Required)
2,7.97,2.27,7.15,23.98,Low,10.945149610672301,High,Sick (Attention Required)
1,-0.69,-0.08,10.06,24.01,Low,10.083952598063917,High,Sick (Attention Required)
2,5.6,-0.11,6.92,23.94,Low,8.902724302144822,Normal,Sick (Attention Required)
1,-0.69,-0.12,10.05,23.87,Low,10.07437342964812,High,Sick (Attention Required)
2,4.3,2.09,8.78,23.98,Low,9.997324642123012,Normal,Sick (Attention Required)
1,-0.71,-0.11,10.04,23.78,Low,10.065674344026831,High,Sick (Attention Required)
2,7.89,1.87,9.15,23.97,Low,12.22585375341943,High,Sick (Attention Required)
1,-0.71,-0.12,10.04,23.73,Low,10.065788593051217,High,Sick (Attention Required)
2,5.72,0.62,8.41,23.97,Low,10.189744844695571,High,Sick (Attention Required)
1,-0.69,-0.12,10.05,23.68,Low,10.07437342964812,High,Sick (Attention Required)
2,8.07,1.87,6.65,24.02,Low,10.622819776311749,High,Sick (Attention Required)
1,-0.73,-0.11,10.05,23.67,Low,10.077077949485158,High,Sick (Attention Required)
2,5.21,-0.69,7.43,24.11,Low,9.100829632511532,Normal,Sick (Attention Required)
1,-0.7,-0.06,10.09,23.69,Low,10.114430285488154,High,Sick (Attention Required)
2,1.78,-1.67,8.87,24.15,Low,9.199684777208402,Normal,Sick (Attention Required)
1,0.19,-5.66,9.96,23.71,Low,11.457456087631321,High,Sick (Attention Required)
2,5.16,-0.62,9.56,24.17,Low,10.881341829020904,High,Sick (Attention Required)
1,0.43,-0.41,9.94,23.8,Low,9.957740707610336,Normal,Sick (Attention Required)
2,4.93,-0.64,9.14,24.19,Low,10.404523054902613,High,Sick (Attention Required)
1,0.33,-0.76,10.12,23.82,Low,10.153861334487486,High,Sick (Attention Required)
2,5.16,1.58,8.75,24.22,Low,10.280296688325683,High,Sick (Attention Required)
1,-0.38,-0.57,10.18,23.83,Low,10.203024061522152,High,Sick (Attention Required)
2,4.0,2.37,8.82,24.17,Low,9.97042125489189,Normal,Sick (Attention Required)
1,1.64,-0.17,11.71,23.84,Low,11.825506331654474,High,Sick (Attention Required)
2,4.9,3.08,9.02,24.17,Low,10.717126480545053,High,Sick (Attention Required)
1,1.37,-0.59,10.59,23.83,Low,10.694535988064185,High,Sick (Attention Required)
2,3.51,2.44,7.79,24.2,Low,8.885820164734373,Normal,Sick (Attention Required)
1,2.38,0.96,9.62,23.88,Low,9.956425061235583,Normal,Sick (Attention Required)
2,4.64,2.12,9.58,24.25,Low,10.853589268071646,High,Sick (Attention Required)
1,1.7,0.51,10.01,24.06,Low,10.166130040482464,High,Sick (Attention Required)
2,2.21,3.38,8.92,24.24,Low,9.791572907352526,Normal,Sick (Attention Required)
1,1.36,-0.24,9.78,24.15,Low,9.87702384324347,Normal,Sick (Attention Required)
2,4.46,2.83,9.54,24.31,Low,10.904682480475989,High,Sick (Attention Required)
1,0.75,-1.66,14.56,24.24,Low,14.67350333083412,High,Sick (Attention Required)
2,1.21,2.34,9.8,24.34,Low,10.147891406592802,High,Sick (Attention Required)
1,1.41,-0.54,9.6,24.3,Low,9.718009055356967,Normal,Sick (Attention Required)
2,4.84,-2.6,12.89,24.39,Low,14.012055523726703,High,Sick (Attention Required)
1,-0.23,-0.77,12.69,24.37,Low,12.715419772858464,High,Sick (Attention Required)
2,5.25,1.37,7.52,24.39,Low,9.273068532044826,Normal,Sick (Attention Required)
1,1.45,-0.07,10.2,24.45,Low,10.302786030972399,High,Sick (Attention Required)
2,3.07,0.38,10.57,24.45,Low,11.01336460851088,High,Sick (Attention Required)
1,-0.76,-1.55,10.7,24.52,Low,10.838362422432642,High,Sick (Attention Required)
2,3.5,-0.47,7.3,24.44,Low,8.109309465053112,Normal,Sick (Attention Required)
1,2.01,0.34,9.58,24.94,Low,9.79449335085792,Normal,Sick (Attention Required)
2,5.31,-1.16,7.89,24.68,Low,9.580908098922565,Normal,Sick (Attention Required)
1,0.77,0.06,10.82,25.34,Low,10.84752967269507,High,Sick (Attention Required)
2,5.0,1.1,9.0,24.82,Low,10.354226190305097,High,Sick (Attention Required)
1,2.17,1.91,9.72,25.84,Low,10.140779062774222,High,Sick (Attention Required)
2,4.89,-0.78,9.21,25.02,Low,10.45679683268256,High,Sick (Attention Required)
1,2.4,1.19,12.31,26.68,Low,12.59810303180602,High,Sick (Attention Required)
